Date,Open,High,Low,Close
2017-04-12,1382.8,1386.45,1351.15,1354.0
2017-04-13,1354.0,1373.4,1347.35,1364.8
2017-04-17,1365.0,1395.55,1365.0,1391.85
2017-04-18,1399.95,1410.0,1367.0,1370.2
2017-04-19,1369.0,1382.55,1357.55,1368.8
2017-04-20,1379.0,1386.8,1364.1,1369.55
2017-04-21,1380.5,1421.0,1378.55,1402.5
2017-04-24,1409.05,1435.0,1400.2,1417.4
2017-04-25,1460.0,1467.75,1426.1,1432.8
2017-04-26,1435.0,1440.05,1402.6,1416.45
2017-04-27,1417.0,1424.15,1402.2,1409.5
2017-04-28,1409.75,1420.3,1391.0,1395.2
2017-05-02,1402.0,1402.0,1366.3,1370.55
2017-05-03,1376.9,1380.75,1365.0,1370.1
2017-05-04,1375.0,1379.6,1354.05,1357.95
2017-05-05,1361.6,1367.35,1325.0,1328.25
2017-05-08,1330.0,1339.5,1318.35,1321.4
2017-05-09,1324.0,1333.65,1320.25,1330.35
2017-05-10,1334.8,1363.6,1330.65,1359.1
2017-05-11,1364.1,1369.75,1351.65,1359.55
2017-05-12,1360.05,1364.0,1344.05,1350.45
2017-05-15,1356.4,1356.4,1333.5,1344.1
2017-05-16,1346.05,1376.9,1341.0,1356.3
2017-05-17,1353.0,1365.95,1347.75,1353.1
2017-05-18,1340.25,1350.0,1324.1,1327.35
2017-05-19,1333.0,1335.7,1310.0,1318.85
2017-05-22,1326.5,1333.6,1315.2,1324.15
2017-05-23,1325.7,1329.85,1302.0,1305.55
2017-05-24,1307.5,1313.7,1295.1,1297.7
2017-05-25,1300.0,1312.4,1296.45,1302.45
2017-05-26,1303.95,1344.4,1300.0,1337.3
2017-05-29,1337.0,1365.45,1335.6,1356.9
2017-05-30,1355.9,1364.7,1348.5,1359.35
2017-05-31,1367.0,1367.95,1335.8,1340.7
2017-06-01,1332.7,1340.0,1323.0,1328.25
2017-06-02,1335.0,1338.7,1317.0,1324.75
2017-06-05,1326.25,1341.0,1315.85,1329.35
2017-06-06,1333.95,1333.95,1311.0,1312.8
2017-06-07,1311.2,1342.0,1309.0,1339.0
2017-06-08,1340.0,1344.8,1328.05,1331.7
2017-06-09,1345.1,1352.95,1331.0,1335.7
2017-06-12,1326.55,1329.75,1317.0,1319.45
2017-06-13,1320.6,1327.0,1311.0,1314.35
2017-06-14,1315.9,1360.0,1315.9,1357.5
2017-06-15,1360.0,1395.0,1359.1,1383.95
2017-06-16,1389.1,1395.8,1369.3,1388.8
2017-06-19,1390.2,1415.8,1390.2,1409.25
2017-06-20,1409.0,1422.1,1407.45,1412.35
2017-06-21,1407.8,1428.0,1404.25,1422.0
2017-06-22,1429.45,1445.4,1427.7,1432.65
2017-06-23,1436.0,1442.0,1430.6,1435.85
2017-06-27,1432.0,1443.0,1425.0,1437.15
2017-06-28,1439.95,1439.95,1395.55,1398.5
2017-06-29,1400.0,1410.0,1390.1,1392.7
2017-06-30,1392.0,1392.4,1375.05,1380.0
2017-07-03,1388.2,1394.7,1371.0,1381.05
2017-07-04,1390.0,1427.1,1389.0,1421.95
2017-07-05,1429.45,1447.45,1424.0,1442.65
2017-07-06,1448.7,1450.0,1438.0,1442.55
2017-07-07,1443.0,1497.75,1440.0,1491.15
2017-07-10,1530.0,1550.0,1489.1,1492.85
2017-07-11,1501.0,1504.4,1487.0,1494.35
2017-07-12,1499.4,1525.0,1497.5,1511.1
2017-07-13,1508.75,1525.0,1506.15,1522.1
2017-07-14,1520.0,1536.0,1515.55,1533.75
2017-07-17,1537.0,1559.6,1537.0,1551.75
2017-07-18,1546.8,1551.8,1511.0,1519.9
2017-07-19,1512.6,1538.0,1512.6,1532.95
2017-07-20,1539.75,1550.0,1523.7,1528.9
2017-07-21,1550.0,1591.7,1544.95,1585.0
2017-07-24,1600.0,1624.9,1585.0,1615.25
2017-07-25,1624.7,1624.95,1597.6,1602.15
2017-07-26,1604.2,1629.9,1601.1,1622.75
2017-07-27,1628.0,1631.5,1588.35,1594.8
2017-07-28,1591.25,1605.95,1578.0,1594.45
2017-07-31,1601.95,1618.8,1596.0,1615.2
2017-08-01,1622.75,1622.75,1591.5,1603.6
2017-08-02,1610.0,1635.7,1608.1,1629.2
2017-08-03,1626.85,1664.9,1617.05,1650.1
2017-08-04,1663.0,1663.0,1615.1,1622.15
2017-08-07,1631.6,1631.6,1612.55,1616.35
2017-08-08,1618.0,1621.05,1586.8,1602.55
2017-08-09,1601.5,1620.0,1585.0,1598.8
2017-08-10,1593.05,1606.65,1577.95,1584.35
2017-08-11,1550.95,1580.0,1533.0,1546.25
2017-08-14,1561.0,1584.5,1561.0,1573.05
2017-08-16,1572.0,1576.0,1550.2,1566.1
2017-08-17,1569.0,1597.65,1561.15,1567.1
2017-08-18,1564.0,1577.8,1553.15,1575.4
2017-08-21,1577.0,1584.15,1560.25,1564.4
2017-08-22,1572.0,1579.9,1556.05,1560.05
2017-08-23,1564.85,1586.55,1553.15,1582.05
2017-08-24,1590.0,1593.1,1564.5,1568.05
2017-08-28,1579.05,1581.95,1561.2,1566.55
2017-08-29,1561.85,1567.5,1530.0,1532.15
2017-08-30,1547.55,1568.8,1541.25,1564.1
2017-08-31,1575.0,1597.45,1574.0,1594.5
2017-09-01,1599.85,1616.6,1599.0,1610.1
2017-09-04,1615.5,1636.15,1595.85,1613.35
2017-09-05,1630.0,1634.85,1621.05,1632.6
2017-09-06,1626.4,1652.5,1622.8,1645.4
2017-09-07,823.0,832.5,815.0,818.1
2017-09-08,820.0,823.25,812.1,816.9
2017-09-11,821.3,826.85,816.55,817.9
2017-09-12,822.75,825.0,817.0,823.75
2017-09-13,824.0,859.9,822.0,849.0
2017-09-14,855.8,861.5,842.0,843.85
2017-09-15,842.0,852.85,834.75,841.8
2017-09-18,850.0,851.05,843.1,845.55
2017-09-19,848.7,848.75,837.0,838.6
2017-09-20,856.1,872.5,845.1,847.15
2017-09-21,847.0,851.7,836.25,841.35
2017-09-22,839.9,839.9,813.2,817.4
2017-09-25,815.0,827.95,805.2,821.55
2017-09-26,821.7,827.05,812.2,820.1
2017-09-27,825.6,825.7,795.5,799.15
2017-09-28,799.65,802.9,780.2,786.45
2017-09-29,791.75,793.4,779.1,780.9
2017-10-03,795.0,803.85,785.35,798.35
2017-10-04,799.2,824.95,795.6,818.85
2017-10-05,825.0,828.45,818.65,824.15
2017-10-06,824.0,839.35,822.6,837.05
2017-10-09,839.0,839.8,828.0,830.65
2017-10-10,831.0,847.3,831.0,843.2
2017-10-11,845.3,858.4,836.0,840.15
2017-10-12,842.1,876.8,842.1,872.75
2017-10-13,879.3,890.7,873.35,876.45
2017-10-16,879.0,892.0,861.3,876.8
2017-10-17,878.0,884.0,867.2,874.35
2017-10-18,877.4,917.9,875.0,914.5
2017-10-19,915.8,921.9,903.0,909.9
2017-10-23,912.9,944.7,909.1,939.75
2017-10-24,947.7,947.7,928.2,934.25
2017-10-25,940.1,945.9,929.5,939.9
2017-10-26,940.0,957.8,931.0,947.4
2017-10-27,950.0,956.7,925.7,929.85
2017-10-30,934.0,945.55,930.6,942.5
2017-10-31,944.95,945.75,932.2,940.85
2017-11-01,947.75,957.8,945.75,952.55
2017-11-02,952.8,956.5,944.25,946.6
2017-11-03,955.95,955.95,940.15,945.3
2017-11-06,942.5,942.5,929.0,932.5
2017-11-07,933.35,935.0,903.05,906.7
2017-11-08,902.5,906.0,884.1,887.8
2017-11-09,894.75,909.9,892.05,900.5
2017-11-10,900.95,900.95,879.2,883.85
2017-11-13,885.0,891.9,873.5,875.25
2017-11-14,875.0,895.0,873.0,886.7
2017-11-15,884.5,890.6,877.95,883.7
2017-11-16,885.5,906.0,885.5,903.85
2017-11-17,918.95,924.9,908.5,911.9
2017-11-20,906.2,924.35,905.0,920.85
2017-11-21,926.8,939.65,925.5,932.55
2017-11-22,937.45,938.65,923.45,930.75
2017-11-23,931.0,949.9,926.65,947.0
2017-11-24,950.0,959.5,947.4,951.1
2017-11-27,947.25,957.5,944.0,951.35
2017-11-28,949.85,951.35,938.1,943.35
2017-11-29,941.85,950.0,941.0,946.0
2017-11-30,941.45,941.45,919.5,921.55
2017-12-01,924.45,931.25,907.7,910.1
2017-12-04,913.5,913.8,897.35,901.6
2017-12-05,901.05,920.75,895.45,913.7
2017-12-06,910.0,930.3,908.8,926.65
2017-12-07,930.05,936.0,923.0,931.55
2017-12-08,933.85,936.95,919.05,921.0
2017-12-11,922.45,926.0,913.55,916.15
2017-12-12,915.95,929.0,908.0,915.6
2017-12-13,916.9,924.95,910.7,914.65
2017-12-14,919.0,924.9,908.75,921.5
2017-12-15,931.0,932.95,917.7,919.75
2017-12-18,911.95,932.65,862.65,921.0
2017-12-19,923.6,927.0,920.0,925.95
2017-12-20,925.9,927.4,917.0,918.15
2017-12-21,918.45,923.95,910.0,912.95
2017-12-22,914.65,922.4,909.3,920.4
2017-12-26,924.85,938.9,918.15,929.8
2017-12-27,933.0,937.5,919.0,923.75
2017-12-28,925.25,934.4,919.1,924.2
2017-12-29,926.5,932.3,918.5,921.05
2018-01-01,922.7,922.7,907.5,909.75
2018-01-02,913.0,919.55,906.4,911.15
2018-01-03,925.0,926.0,913.05,914.8
2018-01-04,918.15,921.8,915.7,920.3
2018-01-05,921.8,926.9,920.25,923.25
2018-01-08,926.1,931.0,923.5,928.55
2018-01-09,928.15,943.9,924.0,940.95
2018-01-10,943.0,947.4,935.5,942.35
2018-01-11,941.8,942.65,935.0,937.75
2018-01-12,943.0,952.8,938.25,949.0
2018-01-15,950.0,958.5,945.2,949.15
2018-01-16,947.7,947.7,920.0,922.95
2018-01-17,926.0,929.0,907.0,924.5
2018-01-18,929.0,929.6,915.1,919.7
2018-01-19,923.0,934.4,922.1,931.3
2018-01-22,948.0,974.3,940.0,971.5
2018-01-23,975.0,990.95,975.0,983.25
2018-01-24,981.75,981.75,962.65,966.35
2018-01-25,967.9,972.0,956.15,965.9
2018-01-29,966.2,977.3,959.3,964.5
2018-01-30,965.8,965.8,949.0,950.4
2018-01-31,950.0,964.5,941.55,961.3
2018-02-01,963.25,972.6,936.6,943.85
2018-02-02,935.0,943.95,901.0,904.35
2018-02-05,894.0,912.5,881.8,902.15
2018-02-06,877.0,898.0,871.0,892.1
2018-02-07,902.55,905.4,890.0,894.4
2018-02-08,897.9,910.65,892.35,904.55
2018-02-09,889.0,902.0,886.0,897.85
2018-02-12,903.0,918.2,902.05,915.5
2018-02-14,923.0,942.5,921.0,933.65
2018-02-15,937.65,945.75,928.15,935.65
2018-02-16,939.6,942.6,918.1,921.3
2018-02-19,921.0,932.0,913.55,927.0
2018-02-20,929.0,929.55,918.8,921.1
2018-02-21,930.0,932.5,922.15,929.35
2018-02-22,922.0,931.0,920.0,924.35
2018-02-23,925.4,938.0,922.75,934.25
2018-02-26,939.0,944.9,936.6,938.7
2018-02-27,939.0,955.8,938.35,950.5
2018-02-28,945.95,957.1,943.2,954.55
2018-03-01,949.75,959.9,945.95,948.4
2018-03-05,943.0,950.15,921.6,924.1
2018-03-06,929.0,936.2,905.1,910.85
2018-03-07,909.25,909.25,888.05,889.75
2018-03-08,897.65,914.5,893.3,911.45
2018-03-09,914.9,919.35,911.05,913.1
2018-03-12,920.0,933.1,917.55,930.3
2018-03-13,931.9,936.0,921.35,931.85
2018-03-14,928.8,932.05,919.2,929.05
2018-03-15,925.0,929.45,910.0,911.8
2018-03-16,909.0,909.7,886.05,900.05
2018-03-19,901.0,906.9,892.0,895.5
2018-03-20,893.3,904.0,887.05,889.8
2018-03-21,894.85,902.35,893.3,896.9
2018-03-22,896.0,911.95,895.75,908.15
2018-03-23,890.6,900.0,889.1,893.9
2018-03-26,893.95,904.3,892.5,901.1
2018-03-27,907.2,910.75,897.0,899.8
2018-03-28,895.8,895.85,880.0,882.7
2018-04-02,893.0,900.95,886.5,892.95
2018-04-03,891.0,901.7,885.25,899.55
2018-04-04,904.7,911.8,892.05,894.9
2018-04-05,905.1,910.0,903.5,908.2
2018-04-06,908.0,918.5,905.0,911.0
2018-04-09,912.55,919.0,912.55,916.0
2018-04-10,918.4,923.9,914.15,917.05
2018-04-11,921.8,932.75,916.05,930.85
2018-04-12,929.85,936.65,924.2,928.7
2018-04-13,932.7,941.7,928.7,938.85
2018-04-16,934.45,940.0,928.5,937.05
2018-04-17,940.0,947.2,936.0,944.25
2018-04-18,945.25,948.2,935.05,938.0
2018-04-19,939.1,945.0,935.0,942.3
2018-04-20,938.0,941.85,921.2,927.9
2018-04-23,930.0,944.35,928.5,936.0
2018-04-24,935.8,975.7,935.0,970.05
2018-04-25,973.65,981.8,963.55,970.5
2018-04-26,973.0,988.0,962.25,975.35
2018-04-27,989.8,1011.0,985.5,996.3
2018-04-30,982.0,992.6,960.0,963.3
2018-05-02,967.0,979.2,965.05,972.7
2018-05-03,977.9,977.9,959.25,961.6
2018-05-04,962.85,964.7,950.0,953.95
2018-05-07,958.85,973.25,956.35,971.0
2018-05-08,977.5,982.0,965.2,967.1
2018-05-09,965.9,984.3,962.25,976.7
2018-05-10,980.0,984.6,974.25,981.15
2018-05-11,981.25,991.3,977.75,989.25
2018-05-14,991.95,991.95,976.7,986.6
2018-05-15,983.05,1000.0,976.65,978.95
2018-05-16,974.0,974.0,952.45,956.15
2018-05-17,959.35,960.0,941.5,945.35
2018-05-18,945.6,953.5,932.0,933.85
2018-05-21,930.75,935.7,922.1,931.35
2018-05-22,933.15,934.0,925.0,926.75
2018-05-23,926.0,926.0,909.15,912.25
2018-05-24,914.0,921.0,910.15,915.85
2018-05-25,916.0,923.4,914.45,920.8
2018-05-28,924.9,927.0,918.1,920.4
2018-05-29,921.5,928.0,914.4,917.45
2018-05-30,914.85,923.2,906.6,916.1
2018-05-31,921.0,922.3,914.55,921.35
2018-06-01,920.0,935.75,918.45,930.55
2018-06-04,933.4,944.0,930.55,940.85
2018-06-05,942.8,955.0,941.0,947.65
2018-06-06,947.0,956.0,942.65,954.4
2018-06-07,954.9,976.0,954.45,971.35
2018-06-08,966.35,986.55,960.6,984.35
2018-06-11,987.1,999.95,979.05,982.65
2018-06-12,983.4,1000.0,980.3,997.15
2018-06-13,1000.0,1005.9,989.5,1002.5
2018-06-14,997.45,1011.8,987.4,1007.95
2018-06-15,1006.0,1023.5,999.25,1014.2
2018-06-18,1008.8,1020.45,1007.0,1015.55
2018-06-19,1013.9,1014.8,993.65,996.05
2018-06-20,996.0,1022.9,994.85,1019.25
2018-06-21,1023.45,1036.0,1021.3,1031.95
2018-06-22,1028.4,1029.2,1008.45,1012.5
2018-06-25,1011.4,1016.5,1002.3,1004.45
2018-06-26,1006.0,1006.0,975.25,978.95
2018-06-27,978.5,985.4,962.7,965.85
2018-06-28,962.0,968.5,940.3,944.95
2018-06-29,949.1,975.5,949.0,972.45
2018-07-02,972.35,972.35,957.0,960.6
2018-07-03,965.0,978.45,960.35,971.3
2018-07-04,971.8,992.0,971.0,990.1
2018-07-05,997.0,1008.4,958.6,964.5
2018-07-06,964.75,983.0,964.5,977.55
2018-07-09,987.1,1000.0,983.5,997.1
2018-07-10,1002.75,1028.5,1000.0,1025.7
2018-07-11,1025.0,1040.9,1017.85,1038.8
2018-07-12,1044.35,1099.0,1042.6,1082.35
2018-07-13,1080.5,1109.0,1080.0,1099.8
2018-07-16,1099.8,1108.9,1073.05,1076.2
2018-07-17,1078.3,1095.95,1069.6,1092.35
2018-07-18,1098.4,1104.6,1077.3,1092.55
2018-07-19,1093.3,1115.0,1086.35,1104.85
2018-07-20,1113.4,1138.5,1111.9,1128.65
2018-07-23,1129.8,1129.8,1113.1,1120.3
2018-07-24,1122.0,1126.75,1107.4,1110.95
2018-07-25,1110.0,1123.0,1104.2,1115.15
2018-07-26,1110.1,1121.5,1107.8,1110.65
2018-07-27,1119.5,1137.4,1112.15,1129.85
2018-07-30,1130.0,1157.3,1128.0,1151.4
2018-07-31,1151.0,1190.4,1147.15,1186.0
2018-08-01,1190.4,1202.9,1185.4,1192.35
2018-08-02,1191.5,1191.5,1165.95,1168.35
2018-08-03,1175.0,1183.5,1169.55,1176.95
2018-08-06,1176.7,1196.0,1175.35,1192.6
2018-08-07,1194.9,1201.4,1177.0,1184.2
2018-08-08,1185.0,1222.5,1185.0,1217.7
2018-08-09,1221.5,1231.7,1212.0,1217.95
2018-08-10,1211.0,1215.0,1202.3,1204.2
2018-08-13,1197.55,1199.95,1182.7,1187.7
2018-08-14,1190.0,1217.2,1184.3,1210.6
2018-08-16,1203.25,1216.0,1195.5,1200.8
2018-08-17,1209.0,1215.4,1200.05,1203.75
2018-08-20,1207.9,1236.8,1207.65,1234.9
2018-08-21,1237.25,1251.5,1227.0,1247.2
2018-08-23,1246.3,1274.0,1238.4,1269.45
2018-08-24,1265.25,1279.95,1260.05,1277.5
2018-08-27,1279.4,1295.85,1278.75,1291.5
2018-08-28,1296.0,1323.0,1295.0,1319.0
2018-08-29,1316.3,1329.0,1290.2,1294.2
2018-08-30,1293.6,1297.15,1270.45,1274.45
2018-08-31,1270.0,1270.0,1236.6,1241.65
2018-09-03,1245.0,1257.9,1226.05,1229.15
2018-09-04,1235.15,1254.8,1229.0,1241.95
2018-09-05,1242.5,1252.65,1208.5,1227.0
2018-09-06,1230.15,1265.7,1225.35,1261.4
2018-09-07,1264.9,1281.35,1254.5,1278.6
2018-09-10,1275.0,1277.0,1250.1,1255.85
2018-09-11,1259.0,1268.4,1234.25,1237.7
2018-09-12,1251.8,1258.7,1228.85,1252.5
2018-09-14,1259.4,1275.6,1247.65,1253.15
2018-09-17,1250.75,1250.75,1221.6,1225.9
2018-09-18,1226.0,1239.4,1214.35,1217.15
2018-09-19,1224.0,1224.0,1201.0,1210.75
2018-09-21,1219.0,1237.4,1183.5,1217.5
2018-09-24,1214.45,1239.9,1204.5,1232.05
2018-09-25,1235.5,1245.0,1195.0,1230.6
2018-09-26,1239.0,1253.95,1227.15,1251.4
2018-09-27,1255.0,1263.0,1237.5,1253.75
2018-09-28,1259.9,1271.7,1247.3,1257.95
2018-10-01,1257.7,1257.7,1204.0,1231.7
2018-10-03,1229.5,1239.6,1200.05,1205.1
2018-10-04,1189.5,1190.4,1106.0,1122.25
2018-10-05,1099.5,1115.3,1038.15,1048.85
2018-10-08,1050.0,1117.0,1025.55,1109.4
2018-10-09,1121.65,1123.3,1081.2,1090.05
2018-10-10,1093.9,1115.85,1084.3,1102.1
2018-10-11,1064.0,1114.75,1043.0,1087.8
2018-10-12,1104.95,1129.0,1101.9,1126.55
2018-10-15,1129.9,1146.9,1118.15,1139.75
2018-10-16,1146.0,1167.4,1140.0,1163.8
2018-10-17,1179.0,1179.35,1140.0,1151.3
2018-10-19,1100.0,1111.0,1070.25,1101.3
2018-10-22,1110.0,1114.8,1057.35,1062.65
2018-10-23,1052.75,1064.7,1043.65,1054.7
2018-10-24,1074.9,1075.95,1031.4,1045.75
2018-10-25,1036.0,1040.65,1016.4,1030.8
2018-10-26,1032.9,1057.0,1022.0,1044.9
2018-10-29,1046.0,1093.85,1046.0,1087.8
2018-10-30,1085.5,1085.5,1052.1,1057.0
2018-10-31,1059.0,1065.85,1047.0,1061.25
2018-11-01,1067.9,1067.9,1050.0,1056.25
2018-11-02,1067.0,1081.0,1063.15,1074.9
2018-11-05,1073.45,1092.7,1065.0,1090.3
2018-11-06,1094.0,1112.0,1091.6,1104.1
2018-11-07,1115.0,1115.0,1106.7,1110.7
2018-11-09,1106.25,1113.8,1085.0,1093.45
2018-11-12,1097.7,1098.8,1074.55,1080.0
2018-11-13,1074.0,1103.0,1070.05,1099.45
2018-11-14,1105.05,1112.65,1085.5,1097.95
2018-11-15,1096.95,1103.0,1086.5,1096.85
2018-11-16,1097.95,1129.95,1097.1,1127.4
2018-11-19,1132.9,1151.7,1131.0,1150.0
2018-11-20,1145.0,1155.9,1130.0,1137.4
2018-11-21,1137.5,1145.5,1107.05,1112.9
2018-11-22,1114.5,1125.35,1100.1,1102.85
2018-11-26,1109.0,1117.5,1097.4,1109.75
2018-11-27,1107.9,1130.0,1105.45,1128.2
2018-11-28,1132.45,1157.75,1126.3,1152.65
2018-11-29,1161.0,1179.9,1160.0,1168.5
2018-11-30,1172.3,1186.0,1162.3,1167.55
2018-12-03,1174.9,1174.9,1148.5,1156.45
2018-12-04,1158.0,1158.0,1142.2,1152.3
2018-12-05,1143.75,1158.8,1139.3,1155.15
2018-12-06,1149.0,1149.0,1118.25,1123.65
2018-12-07,1129.45,1136.95,1108.35,1133.8
2018-12-10,1110.0,1114.3,1083.1,1090.25
2018-12-11,1066.0,1102.1,1055.0,1097.55
2018-12-12,1099.0,1113.5,1087.75,1110.5
2018-12-13,1128.0,1128.0,1095.05,1107.05
2018-12-14,1103.1,1114.9,1091.8,1112.2
2018-12-17,1115.95,1133.0,1111.5,1129.9
2018-12-18,1123.3,1139.0,1120.5,1136.4
2018-12-19,1141.5,1147.3,1133.2,1136.8
2018-12-20,1121.0,1132.5,1116.15,1128.45
2018-12-21,1125.0,1131.25,1096.0,1100.2
2018-12-24,1100.9,1103.2,1086.55,1089.15
2018-12-26,1085.8,1100.0,1065.65,1098.35
2018-12-27,1107.2,1127.0,1104.0,1120.2
2018-12-28,1125.5,1135.25,1121.2,1125.55
2018-12-31,1130.95,1133.85,1116.2,1121.25
2019-01-01,1125.25,1127.3,1110.1,1121.0
2019-01-02,1114.5,1127.0,1101.0,1106.4
2019-01-03,1107.5,1114.6,1090.1,1092.75
2019-01-04,1097.4,1104.45,1081.1,1098.65
2019-01-07,1107.0,1118.45,1101.0,1104.75
2019-01-08,1105.1,1109.95,1096.0,1104.65
2019-01-09,1112.0,1117.0,1098.7,1110.75
2019-01-10,1107.75,1111.0,1103.0,1107.5
2019-01-11,1107.6,1113.8,1088.6,1098.05
2019-01-14,1095.0,1100.5,1086.4,1096.8
2019-01-15,1105.0,1132.0,1105.0,1129.65
2019-01-16,1135.0,1145.0,1130.35,1135.9
2019-01-17,1144.45,1147.9,1130.0,1134.45
2019-01-18,1148.8,1189.9,1135.25,1184.35
2019-01-21,1194.0,1239.95,1188.65,1237.7
2019-01-22,1232.85,1246.95,1219.6,1235.15
2019-01-23,1233.3,1244.2,1222.0,1226.3
2019-01-24,1225.0,1253.2,1220.1,1247.45
2019-01-25,1250.45,1264.7,1235.4,1246.0
2019-01-28,1250.5,1255.95,1222.4,1229.55
2019-01-29,1231.0,1231.65,1201.35,1210.65
2019-01-30,1215.0,1225.0,1191.1,1195.7
2019-01-31,1202.0,1229.7,1201.0,1227.15
2019-02-01,1234.0,1255.0,1227.05,1249.95
2019-02-04,1247.0,1296.95,1242.05,1290.9
2019-02-05,1292.0,1304.4,1278.6,1291.55
2019-02-06,1296.25,1317.65,1294.25,1310.25
2019-02-07,1310.25,1321.2,1286.1,1290.4
2019-02-08,1284.8,1300.5,1272.25,1277.7
2019-02-11,1275.9,1276.0,1251.0,1253.25
2019-02-12,1251.5,1272.35,1251.5,1256.4
2019-02-13,1261.0,1273.95,1235.75,1245.95
2019-02-14,1241.0,1241.0,1218.0,1224.2
2019-02-15,1229.75,1249.9,1214.0,1244.45
2019-02-18,1250.0,1252.5,1215.0,1220.1
2019-02-19,1218.0,1239.7,1211.2,1216.1
2019-02-20,1223.85,1240.0,1219.0,1234.35
2019-02-21,1236.0,1257.8,1229.35,1246.9
2019-02-22,1244.6,1245.3,1226.0,1232.35
2019-02-25,1236.0,1243.0,1220.65,1232.3
2019-02-26,1209.5,1234.8,1206.0,1220.25
2019-02-27,1228.05,1244.9,1209.0,1223.5
2019-02-28,1233.75,1239.85,1226.55,1231.05
2019-03-01,1237.0,1242.35,1222.25,1226.05
2019-03-05,1223.4,1239.8,1218.6,1237.65
2019-03-06,1239.8,1273.1,1235.1,1264.8
2019-03-07,1264.0,1279.8,1258.15,1270.25
2019-03-08,1266.05,1274.45,1262.0,1267.1
2019-03-11,1270.05,1312.0,1268.0,1304.1
2019-03-12,1316.9,1334.0,1314.25,1331.35
2019-03-13,1337.0,1360.0,1328.1,1347.3
2019-03-14,1349.75,1362.0,1336.1,1341.55
2019-03-15,1345.0,1358.8,1311.2,1321.65
2019-03-18,1331.0,1357.95,1329.0,1350.05
2019-03-19,1360.0,1380.0,1343.1,1376.55
2019-03-20,1377.8,1388.0,1364.0,1375.45
2019-03-22,1372.5,1380.9,1336.7,1341.75
2019-03-25,1330.6,1336.85,1316.7,1324.45
2019-03-26,1330.3,1371.6,1330.0,1367.25
2019-03-27,1377.95,1377.95,1344.25,1349.25
2019-03-28,1350.25,1369.8,1342.8,1360.0
2019-03-29,1370.05,1376.85,1355.1,1363.25
2019-04-01,1370.0,1406.8,1362.55,1391.85
2019-04-02,1398.0,1403.1,1380.1,1389.7
2019-04-03,1392.75,1403.0,1372.0,1375.2
2019-04-04,1379.0,1383.7,1347.25,1353.05
2019-04-05,1360.95,1363.9,1343.0,1353.9
2019-04-08,1356.0,1357.5,1323.7,1329.25
2019-04-09,1328.9,1340.7,1321.0,1334.45
2019-04-10,1337.95,1348.0,1326.5,1331.4
2019-04-11,1332.95,1353.0,1329.0,1346.8
2019-04-12,1350.0,1356.9,1336.65,1343.1
2019-04-15,1345.0,1348.95,1335.0,1340.15
2019-04-16,1345.0,1360.0,1340.0,1343.75
2019-04-18,1375.0,1389.75,1365.0,1385.95
2019-04-22,1360.0,1367.0,1341.3,1345.35
2019-04-23,1348.0,1373.0,1346.0,1363.85
2019-04-24,1370.3,1394.8,1366.25,1389.5
2019-04-25,1389.1,1412.4,1362.6,1372.4
2019-04-26,1375.0,1395.95,1370.7,1392.8
2019-04-30,1396.4,1396.4,1366.8,1392.8
2019-05-02,1392.0,1413.9,1382.1,1405.05
2019-05-03,1407.95,1417.5,1402.65,1408.85
2019-05-06,1398.0,1402.8,1378.1,1384.9
2019-05-07,1394.8,1395.0,1340.2,1343.5
2019-05-08,1340.0,1340.0,1292.2,1299.45
2019-05-09,1288.8,1288.8,1251.75,1256.45
2019-05-10,1265.0,1277.7,1245.0,1251.15
2019-05-13,1247.9,1260.8,1227.5,1232.05
2019-05-14,1236.5,1269.35,1231.5,1260.45
2019-05-15,1273.0,1278.0,1250.6,1256.9
2019-05-16,1259.95,1271.9,1258.1,1265.35
2019-05-17,1267.0,1276.95,1252.0,1267.4
2019-05-20,1313.6,1337.7,1303.5,1325.9
2019-05-21,1332.2,1367.0,1330.05,1339.8
2019-05-22,1345.65,1359.7,1335.1,1340.4
2019-05-23,1372.0,1392.0,1325.0,1333.9
2019-05-24,1348.0,1353.8,1316.5,1336.85
2019-05-27,1337.1,1337.5,1307.0,1310.65
2019-05-28,1319.8,1334.8,1313.35,1323.75
2019-05-29,1321.0,1333.3,1304.15,1313.05
2019-05-30,1316.25,1342.0,1316.25,1329.75
2019-05-31,1337.9,1341.9,1320.2,1330.15
2019-06-03,1335.0,1367.25,1321.2,1360.2
2019-06-04,1357.45,1374.25,1348.1,1351.65
2019-06-06,1361.9,1361.9,1321.1,1327.35
2019-06-07,1325.95,1327.25,1305.6,1314.9
2019-06-10,1320.9,1327.0,1310.1,1319.15
2019-06-11,1321.85,1334.5,1318.0,1329.15
2019-06-12,1334.7,1338.4,1325.0,1332.15
2019-06-13,1330.0,1334.7,1308.65,1327.25
2019-06-14,1321.9,1325.0,1309.4,1317.55
2019-06-17,1320.0,1320.0,1278.5,1282.3
2019-06-18,1278.9,1287.95,1269.1,1281.0
2019-06-19,1286.9,1302.0,1262.6,1277.35
2019-06-20,1280.0,1300.0,1278.0,1296.75
2019-06-21,1295.95,1296.0,1275.55,1279.5
2019-06-24,1272.15,1276.45,1257.1,1262.4
2019-06-25,1258.9,1298.0,1254.25,1295.85
2019-06-26,1291.0,1304.6,1286.35,1294.15
2019-06-27,1293.15,1296.9,1271.0,1274.15
